CHAINAGE,LRP_OFFSET,LRP_NUMBER,FRAME,GPS_TIME,X,Y,Z,HEADING,PITCH,ROLL
330.0,330.0,0,47,0,100.49059889366882,13.856109091467513,0,0,0,0
337.0,337.0,0,48,0,100.49055277457805,13.856105667798685,0,0,0,0
344.0,344.0,0,49,0,100.49050676101238,13.856101085275103,0,0,0,0
351.0,351.0,0,50,0,100.49046088613437,13.856095326408578,0,0,0,0
358.0,358.0,0,51,0,100.49041517232652,13.85608845169177,0,0,0,0
365.0,365.0,0,52,0,100.49036963711325,13.85608052505945,0,0,0,0
372.0,372.0,0,53,0,100.49032431725354,13.856071498380452,0,0,0,0
379.0,379.0,0,54,0,100.4902792569665,13.856061306844772,0,0,0,0
386.0,386.0,0,55,0,100.4902344856204,13.856049963859322,0,0,0,0
393.0,393.0,0,56,0,100.49019002713455,13.856037501768062,0,0,0,0
400.0,400.0,0,57,0,100.49014591833142,13.856023904765713,0,0,0,0
407.0,407.0,0,58,0,100.49010217221847,13.856009231357525,0,0,0,0
414.0,414.0,0,59,0,100.49005879897311,13.855993536547954,0,0,0,0
421.0,421.0,0,60,0,100.49001583328987,13.855976806384128,0,0,0,0
428.0,428.0,0,61,0,100.48997333096135,13.855958981801189,0,0,0,0
435.0,435.0,0,62,0,100.48993125093725,13.855940224091471,0,0,0,0
442.0,442.0,0,63,0,100.48988956490355,13.855920644365925,0,0,0,0
449.0,449.0,0,64,0,100.4898482978812,13.85590023522411,0,0,0,0
456.0,456.0,0,65,0,100.48980750971646,13.855878927073618,0,0,0,0
463.0,463.0,0,66,0,100.48976721128686,13.855856747027126,0,0,0,0
470.0,470.0,0,67,0,100.48972741799152,13.855833712792412,0,0,0,0
477.0,477.0,0,68,0,100.48968811391968,13.855809889762984,0,0,0,0
484.0,484.0,0,69,0,100.48964928962653,13.855785327305906,0,0,0,0
491.0,491.0,0,70,0,100.4896110299772,13.855759933505897,0,0,0,0
498.0,498.0,0,71,0,100.4895733826937,13.855733680294628,0,0,0,0
505.0,505.0,0,72,0,100.48953635621608,13.855706597539204,0,0,0,0
512.0,512.0,0,73,0,100.48950002216502,13.855678634002562,0,0,0,0
519.0,519.0,0,74,0,100.4894644254874,13.855649779182993,0,0,0,0
526.0,526.0,0,75,0,100.4894295635261,13.855620080197347,0,0,0,0
533.0,533.0,0,76,0,100.48939542008972,13.855589594698097,0,0,0,0
540.0,540.0,0,77,0,100.48936203402255,13.855558318592658,0,0,0,0
547.0,547.0,0,78,0,100.48932941998565,13.855526274329867,0,0,0,0
554.0,554.0,0,79,0,100.48929758592926,13.855493489370772,0,0,0,0
561.0,561.0,0,80,0,100.48926641330497,13.85546010283673,0,0,0,0
569.0,569.0,0,81,0,0.0,0.0,0,0,0,0
576.0,576.0,0,82,0,0.0,0.0,0,0,0,0
583.0,583.0,0,83,0,0.0,0.0,0,0,0,0
590.0,590.0,0,84,0,0.0,0.0,0,0,0,0
597.0,597.0,0,85,0,0.0,0.0,0,0,0,0
604.0,604.0,0,86,0,100.48908577615899,13.85525426327347,0,0,0,0
611.0,611.0,0,87,0,100.48905573038171,13.855219903562613,0,0,0,0
618.0,618.0,0,88,0,100.48902555826919,13.85518564997615,0,0,0,0
625.0,625.0,0,89,0,100.48899522382132,13.85515153351275,0,0,0,0
632.0,632.0,0,90,0,100.48896470289942,13.855117576192688,0,0,0,0
639.0,639.0,0,91,0,100.48893396087722,13.855083809967024,0,0,0,0
646.0,646.0,0,92,0,100.48890296225818,13.85505026854698,0,0,0,0
653.0,653.0,0,93,0,100.48887165382085,13.855017003121507,0,0,0,0
660.0,660.0,0,94,0,100.48883995260815,13.854984094892641,0,0,0,0
667.0,667.0,0,95,0,100.48880781033506,13.85495159777772,0,0,0,0
674.0,674.0,0,96,0,100.48877515881452,13.854919589235275,0,0,0,0
681.0,681.0,0,97,0,100.48874193275167,13.85488815053227,0,0,0,0
688.0,688.0,0,98,0,100.48870799080319,13.854857451279447,0,0,0,0
695.0,695.0,0,99,0,100.48867324373641,13.854827624476176,0,0,0,0
702.0,702.0,0,100,0,100.4886376565913,13.854798759597422,0,0,0,0
709.0,709.0,0,101,0,100.48860113071757,13.85477103740942,0,0,0,0
716.0,716.0,0,102,0,100.48856362731948,13.854744591044458,0,0,0,0
723.0,723.0,0,103,0,100.48852517825513,13.854719474286325,0,0,0,0
730.0,730.0,0,104,0,100.48848585811521,13.85469567923441,0,0,0,0
737.0,737.0,0,105,0,100.48844575255629,13.854673170309479,0,0,0,0
744.0,744.0,0,106,0,100.48840492088198,13.854651944050335,0,0,0,0
751.0,751.0,0,107,0,100.48836344656502,13.854631941925593,0,0,0,0
758.0,758.0,0,108,0,100.48832140926518,13.85461309499423,0,0,0,0
765.0,765.0,0,109,0,100.4882788401519,13.854595424537692,0,0,0,0
772.0,772.0,0,110,0,100.48823575780904,13.85457898515235,0,0,0,0
779.0,779.0,0,111,0,100.4881921788263,13.854563847062634,0,0,0,0
786.0,786.0,0,112,0,100.48814813038483,13.854550067412044,0,0,0,0
793.0,793.0,0,113,0,100.48810362907523,13.85453775674481,0,0,0,0
800.0,800.0,0,114,0,100.4880587027898,13.854527020182129,0,0,0,0
807.0,807.0,0,115,0,100.48801340102699,13.854517914875405,0,0,0,0
814.0,814.0,0,116,0,100.48796778391197,13.854510461457775,0,0,0,0
821.0,821.0,0,117,0,100.48792192038562,13.854504627667168,0,0,0,0
828.0,828.0,0,118,0,100.48787587574392,13.85450036677088,0,0,0,0
