CHAINAGE_START,CHAINAGE_END,EVENT,SWITCH_GROUP,EVENT_DESC,LATITUDE_START,LATITUDE_END,LONGITUDE_START,LONGITUDE_END,link_id,section_id,km_start,km_end,length,lane_no,survey_date
246.0,4214.0,a,pave_type.,ac,13.869094700908828,13.874114530941421,100.45195674127211,100.45622852934464,01900888888R1AC03,101655,4+300,0+000,4179,R1,20240726
