CHAINAGE,LRP_OFFSET,LRP_NUMBER,FRAME,GPS_TIME,X,Y,Z,HEADING,PITCH,ROLL
399.0,399.0,0,57,0,100.44395112185204,13.850518101931788,0,0,0,0
406.0,406.0,0,58,0,100.44394821792395,13.850472998521392,0,0,0,0
413.0,413.0,0,59,0,100.44394510526384,13.850427908361803,0,0,0,0
420.0,420.0,0,60,0,100.44394193173301,13.8503828222343,0,0,0,0
427.0,427.0,0,61,0,100.44393879353926,13.850337733745924,0,0,0,0
434.0,434.0,0,62,0,100.4439357967056,13.850292636152187,0,0,0,0
441.0,441.0,0,63,0,100.44393322647053,13.850247513595127,0,0,0,0
448.0,448.0,0,64,0,100.443931158814,13.850202366330326,0,0,0,0
455.0,455.0,0,65,0,100.4439294404202,13.850157204979297,0,0,0,0
462.0,462.0,0,66,0,100.4439279307375,13.850112036465896,0,0,0,0
469.0,469.0,0,67,0,100.44392645469519,13.850066866869858,0,0,0,0
476.0,476.0,0,68,0,100.44392481424767,13.850021702755082,0,0,0,0
483.0,483.0,0,69,0,100.44392278091387,13.849976554138092,0,0,0,0
490.0,490.0,0,70,0,100.443919936484,13.849931448174898,0,0,0,0
497.0,497.0,0,71,0,100.44391582860236,13.849886435997206,0,0,0,0
504.0,504.0,0,72,0,100.44391009283866,13.849841595648298,0,0,0,0
511.0,511.0,0,73,0,100.44390221917243,13.849797067315313,0,0,0,0
518.0,518.0,0,74,0,100.4438919195774,13.84975301651273,0,0,0,0
525.0,525.0,0,75,0,100.44387880084778,13.849709686973585,0,0,0,0
532.0,532.0,0,76,0,100.44386442042972,13.84966673510254,0,0,0,0
539.0,539.0,0,77,0,100.44385443095467,13.849622684882307,0,0,0,0
546.0,546.0,0,78,0,100.443857373417,13.849577821552664,0,0,0,0
553.0,553.0,0,79,0,100.44387691197953,13.849537132645732,0,0,0,0
560.0,560.0,0,80,0,100.44390901190762,13.849504819228327,0,0,0,0
567.0,567.0,0,81,0,100.44394762241357,13.849480010596768,0,0,0,0
574.0,574.0,0,82,0,100.44398843229146,13.84945875306435,0,0,0,0
581.0,581.0,0,83,0,100.44402991962046,13.849438776490151,0,0,0,0
588.0,588.0,0,84,0,100.44407160944247,13.849419205364294,0,0,0,0
595.0,595.0,0,85,0,100.44411335850022,13.849399755056266,0,0,0,0
602.0,602.0,0,86,0,100.44415507686446,13.849380242006497,0,0,0,0
609.0,609.0,0,87,0,100.44419671204665,13.849360560211878,0,0,0,0
616.0,616.0,0,88,0,100.44423821884747,13.849340621206192,0,0,0,0
622.0,622.0,0,89,0,100.44427962674209,13.84932048670501,0,0,0,0
629.0,629.0,0,90,0,100.4443210134018,13.849300310538831,0,0,0,0
636.0,636.0,0,91,0,100.44436242422303,13.849280181788139,0,0,0,0
643.0,643.0,0,92,0,100.44440389912444,13.84926017945489,0,0,0,0
650.0,650.0,0,93,0,100.4444454529707,13.849240334135173,0,0,0,0
657.0,657.0,0,94,0,100.44448704022601,13.849220555713092,0,0,0,0
664.0,664.0,0,95,0,100.44452864290237,13.849200808290796,0,0,0,0
671.0,671.0,0,96,0,100.44457029297081,13.849181156510454,0,0,0,0
678.0,678.0,0,97,0,100.44461199544969,13.849161611139131,0,0,0,0
685.0,685.0,0,98,0,100.4446537225626,13.849142116016168,0,0,0,0
692.0,692.0,0,99,0,100.44469544298032,13.849122607218753,0,0,0,0
699.0,699.0,0,100,0,100.44473716465207,13.849103100967762,0,0,0,0
706.0,706.0,0,101,0,100.4447788738634,13.849083569328343,0,0,0,0
713.0,713.0,0,102,0,100.44482054735093,13.849063965047822,0,0,0,0
720.0,720.0,0,103,0,100.44486222213676,13.8490443633838,0,0,0,0
727.0,727.0,0,104,0,100.44490394254025,13.849024854619152,0,0,0,0
734.0,734.0,0,105,0,100.44494570430545,13.849005430500453,0,0,0,0
741.0,741.0,0,106,0,100.44498748645735,13.84898604831562,0,0,0,0
748.0,748.0,0,107,0,100.445029313171,13.848966758117788,0,0,0,0
755.0,755.0,0,108,0,100.44507118321398,13.848947557899525,0,0,0,0
762.0,762.0,0,109,0,100.44511310331872,13.848928462254511,0,0,0,0
769.0,769.0,0,110,0,100.44515507442432,13.848909473849675,0,0,0,0
776.0,776.0,0,111,0,100.44519704977243,13.848890494398873,0,0,0,0
783.0,783.0,0,112,0,100.44523902744389,13.848871519885153,0,0,0,0
790.0,790.0,0,113,0,100.44528098496693,13.848852502894992,0,0,0,0
797.0,797.0,0,114,0,100.44532288909592,13.848833373851743,0,0,0,0
