CHAINAGE,LRP_OFFSET,LRP_NUMBER,FRAME,GPS_TIME,X,Y,Z,HEADING,PITCH,ROLL
1057.0,1057.0,0,159,0,100.45369748906059,13.868262463547252,0,0,0,0
1063.0,1063.0,0,160,0,100.4537248022593,13.86829893340282,0,0,0,0
1070.0,1070.0,0,161,0,100.45375163880993,13.868335741903055,0,0,0,0
1077.0,1077.0,0,162,0,100.45377859818429,13.86837246498261,0,0,0,0
1083.0,1083.0,0,163,0,100.45380535103547,13.868409331858725,0,0,0,0
1090.0,1090.0,0,164,0,100.45383176998715,13.868446427728047,0,0,0,0
1097.0,1097.0,0,165,0,100.45385776403475,13.86848380903514,0,0,0,0
1103.0,1103.0,0,166,0,100.45388334531792,13.868521461223681,0,0,0,0
1110.0,1110.0,0,167,0,100.45390840703195,13.868559445047367,0,0,0,0
1117.0,1117.0,0,168,0,100.4539330231142,13.868597706625595,0,0,0,0
1123.0,1123.0,0,169,0,100.45395794385254,13.868635778739488,0,0,0,0
1130.0,1130.0,0,170,0,100.45398353536564,13.868673424106628,0,0,0,0
1137.0,1137.0,0,171,0,100.45400889550724,13.86871121713867,0,0,0,0
1143.0,1143.0,0,172,0,100.45403309452206,13.86874972980253,0,0,0,0
1150.0,1150.0,0,173,0,100.45405632821424,13.86878880734868,0,0,0,0
1156.0,1156.0,0,174,0,100.45407812792571,13.868828658341757,0,0,0,0
1163.0,1163.0,0,175,0,100.45409588090268,13.868870351523627,0,0,0,0
1170.0,1170.0,0,176,0,100.45410598067583,13.86891436997052,0,0,0,0
1176.0,1176.0,0,177,0,100.45410541797565,13.868959440639049,0,0,0,0
1183.0,1183.0,0,178,0,100.45409370748041,13.86900305816842,0,0,0,0
1190.0,1190.0,0,179,0,100.45407327748747,13.869043544711289,0,0,0,0
1196.0,1196.0,0,180,0,100.45404789905304,13.869081314646413,0,0,0,0
1203.0,1203.0,0,181,0,100.45402103037625,13.869118100972411,0,0,0,0
1210.0,1210.0,0,182,0,100.45399423324811,13.869154937209428,0,0,0,0
1216.0,1216.0,0,183,0,100.45396761107324,13.869191894429886,0,0,0,0
1223.0,1223.0,0,184,0,100.4539411760712,13.869228979483095,0,0,0,0
1230.0,1230.0,0,185,0,100.45391545290043,13.869266537810368,0,0,0,0
1236.0,1236.0,0,186,0,100.45389110713367,13.869304960178178,0,0,0,0
1243.0,1243.0,0,187,0,100.45386860720453,13.869344440826962,0,0,0,0
1250.0,1250.0,0,188,0,100.45384809354336,13.869384941728056,0,0,0,0
1256.0,1256.0,0,189,0,100.45382939720673,13.869426274746143,0,0,0,0
1263.0,1263.0,0,190,0,100.45381227869022,13.869468256206824,0,0,0,0
1269.0,1269.0,0,191,0,100.45379657708548,13.869510763350405,0,0,0,0
1276.0,1276.0,0,192,0,100.45378237387744,13.869553770167979,0,0,0,0
1283.0,1283.0,0,193,0,100.45376984387671,13.869597269893703,0,0,0,0
1289.0,1289.0,0,194,0,100.45375906795445,13.869641216368114,0,0,0,0
1296.0,1296.0,0,195,0,100.45374981383816,13.869685493473991,0,0,0,0
1303.0,1303.0,0,196,0,100.45374177261988,13.869729996870017,0,0,0,0
1309.0,1309.0,0,197,0,100.45373474969556,13.86977466469601,0,0,0,0
1316.0,1316.0,0,198,0,100.45372874527199,13.86981947375823,0,0,0,0
1323.0,1323.0,0,199,0,100.45372399600444,13.869864425772363,0,0,0,0
1329.0,1329.0,0,200,0,100.45372078427472,13.869909506574967,0,0,0,0
1336.0,1336.0,0,201,0,100.45371942795373,13.869954676269304,0,0,0,0
1343.0,1343.0,0,202,0,100.45371995020578,13.869999863331973,0,0,0,0
1349.0,1349.0,0,203,0,100.45372192233134,13.870045013413005,0,0,0,0
1356.0,1356.0,0,204,0,100.45372503523936,13.870090102655313,0,0,0,0
1362.0,1362.0,0,205,0,100.4537290424685,13.87013512476017,0,0,0,0
1369.0,1369.0,0,206,0,100.45373385972451,13.870180070904084,0,0,0,0
1376.0,1376.0,0,207,0,100.45373952195558,13.870224923051895,0,0,0,0
1382.0,1382.0,0,208,0,100.45374576169009,13.870269702458348,0,0,0,0
1389.0,1389.0,0,209,0,100.45375224429264,13.870314448968012,0,0,0,0
1396.0,1396.0,0,210,0,100.45375906240034,13.870359147714405,0,0,0,0
1402.0,1402.0,0,211,0,100.45376631701949,13.870403780901341,0,0,0,0
1409.0,1409.0,0,212,0,100.45377372230324,13.870448390572522,0,0,0,0
1416.0,1416.0,0,213,0,100.4537809480668,13.870493028275698,0,0,0,0
1422.0,1422.0,0,214,0,100.45378802338585,13.870537689033046,0,0,0,0
1429.0,1429.0,0,215,0,100.45379526320947,13.870582324539308,0,0,0,0
1436.0,1436.0,0,216,0,100.45380280433467,13.870626912394618,0,0,0,0
1442.0,1442.0,0,217,0,100.45381071953807,13.870671438202544,0,0,0,0
1449.0,1449.0,0,218,0,100.45381922883246,13.870715859018052,0,0,0,0
1456.0,1456.0,0,219,0,100.453828625068,13.870760108195105,0,0,0,0
1462.0,1462.0,0,220,0,100.45383950265291,13.870804029767944,0,0,0,0
1469.0,1469.0,0,221,0,100.45385285234325,13.87084729065765,0,0,0,0
1475.0,1475.0,0,222,0,100.45386940676059,13.870889477452367,0,0,0,0
1482.0,1482.0,0,223,0,100.45388931968714,13.870930255405126,0,0,0,0
1489.0,1489.0,0,224,0,100.45391194469953,13.870969667299768,0,0,0,0
1495.0,1495.0,0,225,0,100.45393627040761,13.871008103252702,0,0,0,0
1502.0,1502.0,0,226,0,100.4539619429666,13.871045693255065,0,0,0,0
1509.0,1509.0,0,227,0,100.45398883129822,13.871082464711167,0,0,0,0
1515.0,1515.0,0,228,0,100.45401648084723,13.87111869429722,0,0,0,0
1522.0,1522.0,0,229,0,100.45404459662228,13.871154580184795,0,0,0,0
1529.0,1529.0,0,230,0,100.45407288202476,13.871190338778165,0,0,0,0
1535.0,1535.0,0,231,0,100.4541011887827,13.871226081203417,0,0,0,0
1542.0,1542.0,0,232,0,100.45412996642803,13.87126146150136,0,0,0,0
1549.0,1549.0,0,233,0,100.45415995160714,13.871295868369188,0,0,0,0
1555.0,1555.0,0,234,0,100.45419161084052,13.871328809439163,0,0,0,0
1562.0,1562.0,0,235,0,100.45422545416669,13.871359598304332,0,0,0,0
1569.0,1569.0,0,236,0,100.45426218602778,13.871387023682466,0,0,0,0
1575.0,1575.0,0,237,0,100.45430232713134,13.87140939571619,0,0,0,0
1582.0,1582.0,0,238,0,100.45434558221802,13.871425256206228,0,0,0,0
1588.0,1588.0,0,239,0,100.45439103532695,13.871433207204305,0,0,0,0
1595.0,1595.0,0,240,0,100.45443723181614,13.871432510255822,0,0,0,0
1602.0,1602.0,0,241,0,100.45448294350913,13.871425742052066,0,0,0,0
1608.0,1608.0,0,242,0,100.45452792159274,13.87141521301909,0,0,0,0
1615.0,1615.0,0,243,0,100.45457262666041,13.871403607620804,0,0,0,0
1622.0,1622.0,0,244,0,100.4546173412293,13.871392037111308,0,0,0,0
1628.0,1628.0,0,245,0,100.45466196842933,13.871380150328708,0,0,0,0
1635.0,1635.0,0,246,0,100.45470636637442,13.871367472796017,0,0,0,0
1642.0,1642.0,0,247,0,100.45475043185044,13.871353732617193,0,0,0,0
1648.0,1648.0,0,248,0,100.4547942491545,13.871339252359906,0,0,0,0
1655.0,1655.0,0,249,0,100.45483797677448,13.871324514979333,0,0,0,0
1662.0,1662.0,0,250,0,100.45488162378196,13.871309551369198,0,0,0,0
1668.0,1668.0,0,251,0,100.45492525181768,13.871294535080231,0,0,0,0
1675.0,1675.0,0,252,0,100.45496904312928,13.871279980807207,0,0,0,0
1682.0,1682.0,0,253,0,100.45501307058724,13.871266123387542,0,0,0,0
1688.0,1688.0,0,254,0,100.45505727595156,13.871252816621594,0,0,0,0
1695.0,1695.0,0,255,0,100.45510153696213,13.871239687114638,0,0,0,0
1701.0,1701.0,0,256,0,100.45514573209428,13.871226347806155,0,0,0,0
1708.0,1708.0,0,257,0,100.45519005300152,13.871213421585848,0,0,0,0
1715.0,1715.0,0,258,0,100.45523533439078,13.871204392614482,0,0,0,0
1721.0,1721.0,0,259,0,100.45528149061927,13.871203941949561,0,0,0,0
1728.0,1728.0,0,260,0,100.4553265603203,13.871213650751269,0,0,0,0
1735.0,1735.0,0,261,0,100.45536798689102,13.871233497972279,0,0,0,0
1741.0,1741.0,0,262,0,100.45540352270869,13.87126228724546,0,0,0,0
1748.0,1748.0,0,263,0,100.45543296530339,13.871297088364637,0,0,0,0
1755.0,1755.0,0,264,0,100.45545836742517,13.871334844477184,0,0,0,0
1761.0,1761.0,0,265,0,100.45548192093449,13.871373737885637,0,0,0,0
1768.0,1768.0,0,266,0,100.45550463791847,13.871413104171824,0,0,0,0
1775.0,1775.0,0,267,0,100.45552638605668,13.871452988256362,0,0,0,0
1781.0,1781.0,0,268,0,100.45554661122672,13.871493628048988,0,0,0,0
1788.0,1788.0,0,269,0,100.45556501468418,13.871535086406142,0,0,0,0
1795.0,1795.0,0,270,0,100.45558206386282,13.87157709615949,0,0,0,0
1801.0,1801.0,0,271,0,100.45559829783414,13.871619413593667,0,0,0,0
1808.0,1808.0,0,272,0,100.45561391352308,13.871661952805901,0,0,0,0
1814.0,1814.0,0,273,0,100.45562917341735,13.871704615225017,0,0,0,0
1821.0,1821.0,0,274,0,100.45564393225845,13.871747445245735,0,0,0,0
1828.0,1828.0,0,275,0,100.4556579484231,13.87179051263745,0,0,0,0
1834.0,1834.0,0,276,0,100.45567138540568,13.87183375622151,0,0,0,0
1841.0,1841.0,0,277,0,100.45568436975063,13.871877131551994,0,0,0,0
1848.0,1848.0,0,278,0,100.45569692457696,13.87192062757429,0,0,0,0
1854.0,1854.0,0,279,0,100.45570939839354,13.87196414589443,0,0,0,0
1861.0,1861.0,0,280,0,100.45572212425043,13.872007594480381,0,0,0,0
1868.0,1868.0,0,281,0,100.45573517465714,13.872050950948736,0,0,0,0
1874.0,1874.0,0,282,0,100.4557487163917,13.87209416323258,0,0,0,0
1881.0,1881.0,0,283,0,100.45576258717672,13.872137276062722,0,0,0,0
1888.0,1888.0,0,284,0,100.45577591414092,13.872180551002158,0,0,0,0
1894.0,1894.0,0,285,0,100.45578797570549,13.872224178991232,0,0,0,0
1901.0,1901.0,0,286,0,100.45579943612128,13.872267962492886,0,0,0,0
1908.0,1908.0,0,287,0,100.4558113619326,13.872311626669447,0,0,0,0
1914.0,1914.0,0,288,0,100.45582403913572,13.872355088560171,0,0,0,0
1921.0,1921.0,0,289,0,100.45583719894051,13.872398413403321,0,0,0,0
1927.0,1927.0,0,290,0,100.45585075138118,13.872441622629315,0,0,0,0
1934.0,1934.0,0,291,0,100.45586451782114,13.872484767377241,0,0,0,0
1941.0,1941.0,0,292,0,100.4558783020666,13.872527906697387,0,0,0,0
1947.0,1947.0,0,293,0,100.45589199382141,13.87257107410944,0,0,0,0
1954.0,1954.0,0,294,0,100.45590553183426,13.872614287778477,0,0,0,0
1961.0,1961.0,0,295,0,100.4559189591585,13.872657534408637,0,0,0,0
1967.0,1967.0,0,296,0,100.45593225535298,13.87270081967189,0,0,0,0
1974.0,1974.0,0,297,0,100.4559453021319,13.872744177271306,0,0,0,0
1981.0,1981.0,0,298,0,100.45595809975096,13.872787605746911,0,0,0,0
1987.0,1987.0,0,299,0,100.45597081170301,13.87283105826578,0,0,0,0
1994.0,1994.0,0,300,0,100.45598358638708,13.872874493206366,0,0,0,0
2001.0,2001.0,0,301,0,100.4559963921874,13.87291791940241,0,0,0,0
2007.0,2007.0,0,302,0,100.45600901287375,13.872961397220232,0,0,0,0
2014.0,2014.0,0,303,0,100.45602132244916,13.873004960071093,0,0,0,0
2020.0,2020.0,0,304,0,100.45603327349757,13.873048618020208,0,0,0,0
2027.0,2027.0,0,305,0,100.45604472598201,13.873092403273505,0,0,0,0
2034.0,2034.0,0,306,0,100.45605576084374,13.873136290973656,0,0,0,0
2040.0,2040.0,0,307,0,100.45606658351242,13.873180229121274,0,0,0,0
2047.0,2047.0,0,308,0,100.45607724095736,13.873224205760295,0,0,0,0
2054.0,2054.0,0,309,0,100.45608757477314,13.87326825600865,0,0,0,0
2060.0,2060.0,0,310,0,100.45609761752092,13.873312370546133,0,0,0,0
2067.0,2067.0,0,311,0,100.45610747584864,13.873356524782848,0,0,0,0
2074.0,2074.0,0,312,0,100.45611714206396,13.873400719537079,0,0,0,0
2080.0,2080.0,0,313,0,100.45612665310401,13.873444946440664,0,0,0,0
2087.0,2087.0,0,314,0,100.45613598483389,13.87348920974504,0,0,0,0
2094.0,2094.0,0,315,0,100.45614496160334,13.873533542914036,0,0,0,0
2100.0,2100.0,0,316,0,100.45615347017264,13.873577964144797,0,0,0,0
2107.0,2107.0,0,317,0,100.45616151771192,13.873622467261555,0,0,0,0
2114.0,2114.0,0,318,0,100.45616888706243,13.873667081942807,0,0,0,0
2120.0,2120.0,0,319,0,100.45617532269101,13.873711834058684,0,0,0,0
2127.0,2127.0,0,320,0,100.45618075301736,13.873756713269024,0,0,0,0
2133.0,2133.0,0,321,0,100.45618531140724,13.873801685244398,0,0,0,0
2140.0,2140.0,0,322,0,100.45618915658713,13.873846721049391,0,0,0,0
2147.0,2147.0,0,323,0,100.45619250115753,13.873891795192401,0,0,0,0
2153.0,2153.0,0,324,0,100.45619590879895,13.873936864623854,0,0,0,0
2160.0,2160.0,0,325,0,100.45620060606605,13.873981819730307,0,0,0,0
2167.0,2167.0,0,326,0,100.45620783542529,13.874026449181253,0,0,0,0
2173.0,2173.0,0,327,0,100.4562177376696,13.874070588867024,0,0,0,0
2180.0,2180.0,0,328,0,100.45622852934464,13.874114530941421,0,0,0,0
